------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
               -23.3,             6.45e-11
               -23.2,             7.24e-11
               -23.1,             8.13e-11
                 -23,             9.12e-11
               -22.9,             1.02e-10
               -22.8,             1.15e-10
               -22.7,             1.29e-10
               -22.6,             1.45e-10
               -22.5,             1.62e-10
               -22.4,             1.82e-10
               -22.3,             2.05e-10
               -22.2,              2.3e-10
               -22.1,             2.58e-10
                 -22,             2.89e-10
               -21.9,             3.25e-10
               -21.8,             3.64e-10
               -21.7,             4.09e-10
               -21.6,             4.59e-10
               -21.5,             5.15e-10
               -21.4,             5.78e-10
               -21.3,             6.49e-10
               -21.2,             7.29e-10
               -21.1,             8.18e-10
                 -21,             9.18e-10
               -20.9,             1.03e-09
               -20.8,             1.16e-09
               -20.7,              1.3e-09
               -20.6,             1.46e-09
               -20.5,             1.64e-09
               -20.4,             1.84e-09
               -20.3,             2.06e-09
               -20.2,             2.31e-09
               -20.1,              2.6e-09
                 -20,             2.91e-09
               -19.9,             3.27e-09
               -19.8,             3.67e-09
               -19.7,             4.12e-09
               -19.6,             4.63e-09
               -19.5,             5.19e-09
               -19.4,             5.83e-09
               -19.3,             6.54e-09
               -19.2,             7.34e-09
               -19.1,             8.24e-09
                 -19,             9.25e-09
               -18.9,             1.04e-08
               -18.8,             1.17e-08
               -18.7,             1.31e-08
               -18.6,             1.47e-08
               -18.5,             1.65e-08
               -18.4,             1.85e-08
               -18.3,             2.08e-08
               -18.2,             2.33e-08
               -18.1,             2.62e-08
                 -18,             2.94e-08
               -17.9,              3.3e-08
               -17.8,              3.7e-08
               -17.7,             4.15e-08
               -17.6,             4.66e-08
               -17.5,             5.23e-08
               -17.4,             5.87e-08
               -17.3,             6.59e-08
               -17.2,              7.4e-08
               -17.1,             8.31e-08
                 -17,             9.32e-08
               -16.9,             1.05e-07
               -16.8,             1.17e-07
               -16.7,             1.32e-07
               -16.6,             1.48e-07
               -16.5,             1.66e-07
               -16.4,             1.86e-07
               -16.3,             2.09e-07
               -16.2,             2.35e-07
               -16.1,             2.64e-07
                 -16,             2.96e-07
               -15.9,             3.32e-07
               -15.8,             3.73e-07
               -15.7,             4.19e-07
               -15.6,              4.7e-07
               -15.5,             5.27e-07
               -15.4,             5.92e-07
               -15.3,             6.65e-07
               -15.2,             7.46e-07
               -15.1,             8.37e-07
                 -15,              9.4e-07
               -14.9,             1.05e-06
               -14.8,             1.18e-06
               -14.7,             1.33e-06
               -14.6,             1.49e-06
               -14.5,             1.67e-06
               -14.4,             1.88e-06
               -14.3,             2.11e-06
               -14.2,             2.37e-06
               -14.1,             2.66e-06
                 -14,             2.98e-06
               -13.9,             3.35e-06
               -13.8,             3.76e-06
               -13.7,             4.22e-06
               -13.6,             4.74e-06
               -13.5,             5.32e-06
               -13.4,             5.97e-06
               -13.3,              6.7e-06
               -13.2,             7.52e-06
               -13.1,             8.44e-06
                 -13,             9.47e-06
               -12.9,             1.06e-05
               -12.8,             1.19e-05
               -12.7,             1.34e-05
               -12.6,              1.5e-05
               -12.5,             1.69e-05
               -12.4,             1.89e-05
               -12.3,             2.13e-05
               -12.2,             2.39e-05
               -12.1,             2.68e-05
                 -12,             3.01e-05
               -11.9,             3.38e-05
               -11.8,             3.79e-05
               -11.7,             4.25e-05
               -11.6,             4.77e-05
               -11.5,             5.36e-05
               -11.4,             6.01e-05
               -11.3,             6.75e-05
               -11.2,             7.58e-05
               -11.1,              8.5e-05
                 -11,             9.55e-05
               -10.9,             0.000107
               -10.8,              0.00012
               -10.7,             0.000135
               -10.6,             0.000152
               -10.5,              0.00017
               -10.4,             0.000191
               -10.3,             0.000214
               -10.2,             0.000241
               -10.1,              0.00027
                 -10,             0.000303
                -9.9,              0.00034
                -9.8,             0.000382
                -9.7,             0.000429
                -9.6,             0.000481
                -9.5,              0.00054
                -9.4,             0.000606
                -9.3,              0.00068
                -9.2,             0.000764
                -9.1,             0.000857
                  -9,             0.000962
                -8.9,              0.00108
                -8.8,              0.00121
                -8.7,              0.00136
                -8.6,              0.00153
                -8.5,              0.00171
                -8.4,              0.00192
                -8.3,              0.00216
                -8.2,              0.00242
                -8.1,              0.00272
                  -8,              0.00305
                -7.9,              0.00343
                -7.8,              0.00385
                -7.7,              0.00432
                -7.6,              0.00485
                -7.5,              0.00544
                -7.4,              0.00611
                -7.3,              0.00686
                -7.2,               0.0077
                -7.1,              0.00864
                  -7,               0.0097
                -6.9,               0.0109
                -6.8,               0.0122
                -6.7,               0.0137
                -6.6,               0.0154
                -6.5,               0.0173
                -6.4,               0.0194
                -6.3,               0.0218
                -6.2,               0.0244
                -6.1,               0.0274
                  -6,               0.0308
                -5.9,               0.0346
                -5.8,               0.0388
                -5.7,               0.0435
                -5.6,               0.0489
                -5.5,               0.0548
                -5.4,               0.0616
                -5.3,               0.0691
                -5.2,               0.0776
                -5.1,               0.0871
                  -5,               0.0977
                -4.9,                0.108
                -4.8,                0.119
                -4.7,                0.129
                -4.6,                 0.14
                -4.5,                 0.15
                -4.4,                 0.16
                -4.3,                 0.17
                -4.2,                 0.18
                -4.1,                 0.19
                  -4,                0.199
                -3.9,                0.209
                -3.8,                0.218
                -3.7,                0.227
                -3.6,                0.236
                -3.5,                0.245
                -3.4,                0.254
                -3.3,                0.262
                -3.2,                0.271
                -3.1,                0.279
                  -3,                0.287
                -2.9,                0.295
                -2.8,                0.302
                -2.7,                0.309
                -2.6,                0.317
                -2.5,                0.323
                -2.4,                 0.33
                -2.3,                0.336
                -2.2,                0.343
                -2.1,                0.349
                  -2,                0.354
                -1.9,                 0.36
                -1.8,                0.365
                -1.7,                 0.37
                -1.6,                0.374
                -1.5,                0.379
                -1.4,                0.383
                -1.3,                0.387
                -1.2,                 0.39
                -1.1,                0.394
                  -1,                0.397
                -0.9,                0.399
                -0.8,                0.402
                -0.7,                0.404
                -0.6,                0.406
                -0.5,                0.407
                -0.4,                0.409
                -0.3,                 0.41
                -0.2,                0.411
                -0.1,                0.411
            2.28e-13,                0.411
                 0.1,                0.411
                 0.2,                0.411
                 0.3,                 0.41
                 0.4,                0.409
                 0.5,                0.407
                 0.6,                0.406
                 0.7,                0.404
                 0.8,                0.402
                 0.9,                0.399
                   1,                0.397
                 1.1,                0.394
                 1.2,                 0.39
                 1.3,                0.387
                 1.4,                0.383
                 1.5,                0.379
                 1.6,                0.374
                 1.7,                 0.37
                 1.8,                0.365
                 1.9,                 0.36
                   2,                0.354
                 2.1,                0.349
                 2.2,                0.343
                 2.3,                0.336
                 2.4,                 0.33
                 2.5,                0.323
                 2.6,                0.317
                 2.7,                0.309
                 2.8,                0.302
                 2.9,                0.295
                   3,                0.287
                 3.1,                0.279
                 3.2,                0.271
                 3.3,                0.262
                 3.4,                0.254
                 3.5,                0.245
                 3.6,                0.236
                 3.7,                0.227
                 3.8,                0.218
                 3.9,                0.209
                   4,                0.199
                 4.1,                 0.19
                 4.2,                 0.18
                 4.3,                 0.17
                 4.4,                 0.16
                 4.5,                 0.15
                 4.6,                 0.14
                 4.7,                0.129
                 4.8,                0.119
                 4.9,                0.108
                   5,               0.0977
                 5.1,               0.0871
                 5.2,               0.0776
                 5.3,               0.0691
                 5.4,               0.0616
                 5.5,               0.0548
                 5.6,               0.0489
                 5.7,               0.0435
                 5.8,               0.0388
                 5.9,               0.0346
                   6,               0.0308
                 6.1,               0.0274
                 6.2,               0.0244
                 6.3,               0.0218
                 6.4,               0.0194
                 6.5,               0.0173
                 6.6,               0.0154
                 6.7,               0.0137
                 6.8,               0.0122
                 6.9,               0.0109
                   7,               0.0097
                 7.1,              0.00864
                 7.2,               0.0077
                 7.3,              0.00686
                 7.4,              0.00611
                 7.5,              0.00544
                 7.6,              0.00485
                 7.7,              0.00432
                 7.8,              0.00385
                 7.9,              0.00343
                   8,              0.00305
                 8.1,              0.00272
                 8.2,              0.00242
                 8.3,              0.00216
                 8.4,              0.00192
                 8.5,              0.00171
                 8.6,              0.00153
                 8.7,              0.00136
                 8.8,              0.00121
                 8.9,              0.00108
                   9,             0.000962
                 9.1,             0.000857
                 9.2,             0.000764
                 9.3,              0.00068
                 9.4,             0.000606
                 9.5,              0.00054
                 9.6,             0.000481
                 9.7,             0.000429
                 9.8,             0.000382
                 9.9,              0.00034
                  10,             0.000303
                10.1,              0.00027
                10.2,             0.000241
                10.3,             0.000214
                10.4,             0.000191
                10.5,              0.00017
                10.6,             0.000152
                10.7,             0.000135
                10.8,              0.00012
                10.9,             0.000107
                  11,             9.55e-05
                11.1,              8.5e-05
                11.2,             7.58e-05
                11.3,             6.75e-05
                11.4,             6.01e-05
                11.5,             5.36e-05
                11.6,             4.77e-05
                11.7,             4.25e-05
                11.8,             3.79e-05
                11.9,             3.38e-05
                  12,             3.01e-05
                12.1,             2.68e-05
                12.2,             2.39e-05
                12.3,             2.13e-05
                12.4,             1.89e-05
                12.5,             1.69e-05
                12.6,              1.5e-05
                12.7,             1.34e-05
                12.8,             1.19e-05
                12.9,             1.06e-05
                  13,             9.47e-06
                13.1,             8.44e-06
                13.2,             7.52e-06
                13.3,              6.7e-06
                13.4,             5.97e-06
                13.5,             5.32e-06
                13.6,             4.74e-06
                13.7,             4.22e-06
                13.8,             3.76e-06
                13.9,             3.35e-06
                  14,             2.98e-06
                14.1,             2.66e-06
                14.2,             2.37e-06
                14.3,             2.11e-06
                14.4,             1.88e-06
                14.5,             1.67e-06
                14.6,             1.49e-06
                14.7,             1.33e-06
                14.8,             1.18e-06
                14.9,             1.05e-06
                  15,              9.4e-07
                15.1,             8.37e-07
                15.2,             7.46e-07
                15.3,             6.65e-07
                15.4,             5.92e-07
                15.5,             5.27e-07
                15.6,              4.7e-07
                15.7,             4.19e-07
                15.8,             3.73e-07
                15.9,             3.32e-07
                  16,             2.96e-07
                16.1,             2.64e-07
                16.2,             2.35e-07
                16.3,             2.09e-07
                16.4,             1.86e-07
                16.5,             1.66e-07
                16.6,             1.48e-07
                16.7,             1.32e-07
                16.8,             1.17e-07
                16.9,             1.05e-07
                  17,             9.32e-08
                17.1,             8.31e-08
                17.2,              7.4e-08
                17.3,             6.59e-08
                17.4,             5.87e-08
                17.5,             5.23e-08
                17.6,             4.66e-08
                17.7,             4.15e-08
                17.8,              3.7e-08
                17.9,              3.3e-08
                  18,             2.94e-08
                18.1,             2.62e-08
                18.2,             2.33e-08
                18.3,             2.08e-08
                18.4,             1.85e-08
                18.5,             1.65e-08
                18.6,             1.47e-08
                18.7,             1.31e-08
                18.8,             1.17e-08
                18.9,             1.04e-08
                  19,             9.25e-09
                19.1,             8.24e-09
                19.2,             7.34e-09
                19.3,             6.54e-09
                19.4,             5.83e-09
                19.5,             5.19e-09
                19.6,             4.63e-09
                19.7,             4.12e-09
                19.8,             3.67e-09
                19.9,             3.27e-09
                  20,             2.91e-09
                20.1,              2.6e-09
                20.2,             2.31e-09
                20.3,             2.06e-09
                20.4,             1.84e-09
                20.5,             1.64e-09
                20.6,             1.46e-09
                20.7,              1.3e-09
                20.8,             1.16e-09
                20.9,             1.03e-09
                  21,             9.18e-10
                21.1,             8.18e-10
                21.2,             7.29e-10
                21.3,             6.49e-10
                21.4,             5.78e-10
                21.5,             5.15e-10
                21.6,             4.59e-10
                21.7,             4.09e-10
                21.8,             3.64e-10
                21.9,             3.25e-10
                  22,             2.89e-10
                22.1,             2.58e-10
                22.2,              2.3e-10
                22.3,             2.05e-10
                22.4,             1.82e-10
                22.5,             1.62e-10
                22.6,             1.45e-10
                22.7,             1.29e-10
                22.8,             1.15e-10
                22.9,             1.02e-10
                  23,             9.11e-11
                23.1,             8.11e-11
                23.2,             7.23e-11
                23.3,             6.44e-11
                23.4,             5.73e-11
                23.5,             5.11e-11
                23.6,             4.55e-11
                23.7,             4.06e-11
                23.8,             3.61e-11
                23.9,             3.22e-11
                  24,             2.87e-11
                24.1,             2.56e-11
                24.2,             2.28e-11
                24.3,             2.03e-11
                24.4,             1.81e-11
                24.5,             1.62e-11
                24.6,             1.44e-11
                24.7,             1.29e-11
                24.8,             1.15e-11
                24.9,             1.03e-11
                  25,              9.2e-12
                25.1,             8.23e-12
                25.2,             7.36e-12
                25.3,             6.58e-12
                25.4,             5.88e-12
                25.5,             5.26e-12
                25.6,             4.71e-12
                25.7,             4.21e-12
                25.8,             3.77e-12
                25.9,             3.37e-12
                  26,             3.02e-12
                26.1,             2.72e-12
                26.2,             2.46e-12
                26.3,             2.22e-12
                26.4,             2.02e-12
                26.5,             1.82e-12
                26.6,             1.63e-12
                26.7,             1.45e-12
                26.8,             1.29e-12
                26.9,             1.13e-12
                  27,             9.87e-13
                27.1,             8.48e-13
                27.2,             7.44e-13
                27.3,             6.45e-13
                27.4,             5.56e-13
                27.5,             4.75e-13
                27.6,             3.98e-13
                27.7,             3.29e-13
                27.8,             2.72e-13
                27.9,             2.35e-13
                  28,             2.08e-13
                28.1,             1.83e-13
                28.2,             1.66e-13
                28.3,             1.49e-13
                28.4,              1.4e-13
                28.5,             1.21e-13
                28.6,             1.14e-13
                28.7,             1.07e-13
                28.8,             9.91e-14
                28.9,              9.6e-14
                  29,             8.94e-14
                29.1,             7.52e-14
                29.2,             5.87e-14
                29.3,             4.33e-14
                29.4,             3.76e-14
                29.5,             3.27e-14
                29.6,             3.36e-14
                29.7,             2.76e-14
                29.8,             2.58e-14
                29.9,             2.09e-14
                  30,             1.38e-14
                30.1,             -6.4e-15
                30.2,            -2.58e-14
                30.3,            -4.76e-14
                30.4,            -6.05e-14
                30.5,            -7.75e-14
                30.6,             -9.2e-14
                30.7,            -1.08e-13
                30.8,            -1.18e-13
                30.9,            -1.35e-13
                  31,            -1.56e-13
                31.1,            -1.78e-13
                31.2,            -2.05e-13
                31.3,            -2.31e-13
                31.4,            -2.52e-13
                31.5,            -2.66e-13
                31.6,             -2.5e-13
                31.7,            -2.31e-13
                31.8,            -2.09e-13
                31.9,             -1.9e-13
                  32,            -1.77e-13
                32.1,            -1.75e-13
                32.2,            -1.77e-13
                32.3,            -1.82e-13
                32.4,            -1.89e-13
                32.5,            -1.85e-13
                32.6,            -1.77e-13
                32.7,            -1.73e-13
                32.8,            -1.68e-13
                32.9,            -1.75e-13
                  33,            -1.61e-13
                33.1,            -1.52e-13
                33.2,            -1.49e-13
                33.3,            -1.62e-13
                33.4,            -1.57e-13
                33.5,             -1.4e-13
                33.6,            -1.24e-13
                33.7,            -1.05e-13
                33.8,            -7.91e-14
                33.9,            -5.19e-14
                  34,             -3.7e-14
                34.1,            -2.74e-14
                34.2,            -2.09e-14
                34.3,            -5.72e-15
                34.4,              1.6e-15
                34.5,             1.03e-14
                34.6,              1.6e-14
                34.7,             2.44e-14
                34.8,             3.51e-14
                34.9,             4.82e-14
                  35,             5.17e-14

------------------------------------------------------------
 Potential Energy
------------------------------------------------------------
, Potential Energy (eV)
                 -35,                  0.8
               -34.9,                  0.8
               -34.8,                  0.8
               -34.7,                  0.8
               -34.6,                  0.8
               -34.5,                  0.8
               -34.4,                  0.8
               -34.3,                  0.8
               -34.2,                  0.8
               -34.1,                  0.8
                 -34,                  0.8
               -33.9,                  0.8
               -33.8,                  0.8
               -33.7,                  0.8
               -33.6,                  0.8
               -33.5,                  0.8
               -33.4,                  0.8
               -33.3,                  0.8
               -33.2,                  0.8
               -33.1,                  0.8
                 -33,                  0.8
               -32.9,                  0.8
               -32.8,                  0.8
               -32.7,                  0.8
               -32.6,                  0.8
               -32.5,                  0.8
               -32.4,                  0.8
               -32.3,                  0.8
               -32.2,                  0.8
               -32.1,                  0.8
                 -32,                  0.8
               -31.9,                  0.8
               -31.8,                  0.8
               -31.7,                  0.8
               -31.6,                  0.8
               -31.5,                  0.8
               -31.4,                  0.8
               -31.3,                  0.8
               -31.2,                  0.8
               -31.1,                  0.8
                 -31,                  0.8
               -30.9,                  0.8
               -30.8,                  0.8
               -30.7,                  0.8
               -30.6,                  0.8
               -30.5,                  0.8
               -30.4,                  0.8
               -30.3,                  0.8
               -30.2,                  0.8
               -30.1,                  0.8
                 -30,                  0.8
               -29.9,                  0.8
               -29.8,                  0.8
               -29.7,                  0.8
               -29.6,                  0.8
               -29.5,                  0.8
               -29.4,                  0.8
               -29.3,                  0.8
               -29.2,                  0.8
               -29.1,                  0.8
                 -29,                  0.8
               -28.9,                  0.8
               -28.8,                  0.8
               -28.7,                  0.8
               -28.6,                  0.8
               -28.5,                  0.8
               -28.4,                  0.8
               -28.3,                  0.8
               -28.2,                  0.8
               -28.1,                  0.8
                 -28,                  0.8
               -27.9,                  0.8
               -27.8,                  0.8
               -27.7,                  0.8
               -27.6,                  0.8
               -27.5,                  0.8
               -27.4,                  0.8
               -27.3,                  0.8
               -27.2,                  0.8
               -27.1,                  0.8
                 -27,                  0.8
               -26.9,                  0.8
               -26.8,                  0.8
               -26.7,                  0.8
               -26.6,                  0.8
               -26.5,                  0.8
               -26.4,                  0.8
               -26.3,                  0.8
               -26.2,                  0.8
               -26.1,                  0.8
                 -26,                  0.8
               -25.9,                  0.8
               -25.8,                  0.8
               -25.7,                  0.8
               -25.6,                  0.8
               -25.5,                  0.8
               -25.4,                  0.8
               -25.3,                  0.8
               -25.2,                  0.8
               -25.1,                  0.8
                 -25,                  0.8
               -24.9,                  0.8
               -24.8,                  0.8
               -24.7,                  0.8
               -24.6,                  0.8
               -24.5,                  0.8
               -24.4,                  0.8
               -24.3,                  0.8
               -24.2,                  0.8
               -24.1,                  0.8
                 -24,                  0.8
               -23.9,                  0.8
               -23.8,                  0.8
               -23.7,                  0.8
               -23.6,                  0.8
               -23.5,                  0.8
               -23.4,                  0.8
               -23.3,                  0.8
               -23.2,                  0.8
               -23.1,                  0.8
                 -23,                  0.8
               -22.9,                  0.8
               -22.8,                  0.8
               -22.7,                  0.8
               -22.6,                  0.8
               -22.5,                  0.8
               -22.4,                  0.8
               -22.3,                  0.8
               -22.2,                  0.8
               -22.1,                  0.8
                 -22,                  0.8
               -21.9,                  0.8
               -21.8,                  0.8
               -21.7,                  0.8
               -21.6,                  0.8
               -21.5,                  0.8
               -21.4,                  0.8
               -21.3,                  0.8
               -21.2,                  0.8
               -21.1,                  0.8
                 -21,                  0.8
               -20.9,                  0.8
               -20.8,                  0.8
               -20.7,                  0.8
               -20.6,                  0.8
               -20.5,                  0.8
               -20.4,                  0.8
               -20.3,                  0.8
               -20.2,                  0.8
               -20.1,                  0.8
                 -20,                  0.8
               -19.9,                  0.8
               -19.8,                  0.8
               -19.7,                  0.8
               -19.6,                  0.8
               -19.5,                  0.8
               -19.4,                  0.8
               -19.3,                  0.8
               -19.2,                  0.8
               -19.1,                  0.8
                 -19,                  0.8
               -18.9,                  0.8
               -18.8,                  0.8
               -18.7,                  0.8
               -18.6,                  0.8
               -18.5,                  0.8
               -18.4,                  0.8
               -18.3,                  0.8
               -18.2,                  0.8
               -18.1,                  0.8
                 -18,                  0.8
               -17.9,                  0.8
               -17.8,                  0.8
               -17.7,                  0.8
               -17.6,                  0.8
               -17.5,                  0.8
               -17.4,                  0.8
               -17.3,                  0.8
               -17.2,                  0.8
               -17.1,                  0.8
                 -17,                  0.8
               -16.9,                  0.8
               -16.8,                  0.8
               -16.7,                  0.8
               -16.6,                  0.8
               -16.5,                  0.8
               -16.4,                  0.8
               -16.3,                  0.8
               -16.2,                  0.8
               -16.1,                  0.8
                 -16,                  0.8
               -15.9,                  0.8
               -15.8,                  0.8
               -15.7,                  0.8
               -15.6,                  0.8
               -15.5,                  0.8
               -15.4,                  0.8
               -15.3,                  0.8
               -15.2,                  0.8
               -15.1,                  0.8
                 -15,                  0.8
               -14.9,                  0.8
               -14.8,                  0.8
               -14.7,                  0.8
               -14.6,                  0.8
               -14.5,                  0.8
               -14.4,                  0.8
               -14.3,                  0.8
               -14.2,                  0.8
               -14.1,                  0.8
                 -14,                  0.8
               -13.9,                  0.8
               -13.8,                  0.8
               -13.7,                  0.8
               -13.6,                  0.8
               -13.5,                  0.8
               -13.4,                  0.8
               -13.3,                  0.8
               -13.2,                  0.8
               -13.1,                  0.8
                 -13,                  0.8
               -12.9,                  0.8
               -12.8,                  0.8
               -12.7,                  0.8
               -12.6,                  0.8
               -12.5,                  0.8
               -12.4,                  0.8
               -12.3,                  0.8
               -12.2,                  0.8
               -12.1,                  0.8
                 -12,                  0.8
               -11.9,                  0.8
               -11.8,                  0.8
               -11.7,                  0.8
               -11.6,                  0.8
               -11.5,                  0.8
               -11.4,                  0.8
               -11.3,                  0.8
               -11.2,                  0.8
               -11.1,                  0.8
                 -11,                  0.8
               -10.9,                  0.8
               -10.8,                  0.8
               -10.7,                  0.8
               -10.6,                  0.8
               -10.5,                  0.8
               -10.4,                  0.8
               -10.3,                  0.8
               -10.2,                  0.8
               -10.1,                  0.8
                 -10,                  0.8
                -9.9,                  0.8
                -9.8,                  0.8
                -9.7,                  0.8
                -9.6,                  0.8
                -9.5,                  0.8
                -9.4,                  0.8
                -9.3,                  0.8
                -9.2,                  0.8
                -9.1,                  0.8
                  -9,                  0.8
                -8.9,                  0.8
                -8.8,                  0.8
                -8.7,                  0.8
                -8.6,                  0.8
                -8.5,                  0.8
                -8.4,                  0.8
                -8.3,                  0.8
                -8.2,                  0.8
                -8.1,                  0.8
                  -8,                  0.8
                -7.9,                  0.8
                -7.8,                  0.8
                -7.7,                  0.8
                -7.6,                  0.8
                -7.5,                  0.8
                -7.4,                  0.8
                -7.3,                  0.8
                -7.2,                  0.8
                -7.1,                  0.8
                  -7,                  0.8
                -6.9,                  0.8
                -6.8,                  0.8
                -6.7,                  0.8
                -6.6,                  0.8
                -6.5,                  0.8
                -6.4,                  0.8
                -6.3,                  0.8
                -6.2,                  0.8
                -6.1,                  0.8
                  -6,                  0.8
                -5.9,                  0.8
                -5.8,                  0.8
                -5.7,                  0.8
                -5.6,                  0.8
                -5.5,                  0.8
                -5.4,                  0.8
                -5.3,                  0.8
                -5.2,                  0.8
                -5.1,                  0.8
                  -5,                    0
                -4.9,                    0
                -4.8,                    0
                -4.7,                    0
                -4.6,                    0
                -4.5,                    0
                -4.4,                    0
                -4.3,                    0
                -4.2,                    0
                -4.1,                    0
                  -4,                    0
                -3.9,                    0
                -3.8,                    0
                -3.7,                    0
                -3.6,                    0
                -3.5,                    0
                -3.4,                    0
                -3.3,                    0
                -3.2,                    0
                -3.1,                    0
                  -3,                    0
                -2.9,                    0
                -2.8,                    0
                -2.7,                    0
                -2.6,                    0
                -2.5,                    0
                -2.4,                    0
                -2.3,                    0
                -2.2,                    0
                -2.1,                    0
                  -2,                    0
                -1.9,                    0
                -1.8,                    0
                -1.7,                    0
                -1.6,                    0
                -1.5,                    0
                -1.4,                    0
                -1.3,                    0
                -1.2,                    0
                -1.1,                    0
                  -1,                    0
                -0.9,                    0
                -0.8,                    0
                -0.7,                    0
                -0.6,                    0
                -0.5,                    0
                -0.4,                    0
                -0.3,                    0
                -0.2,                    0
                -0.1,                    0
            2.28e-13,                    0
                 0.1,                    0
                 0.2,                    0
                 0.3,                    0
                 0.4,                    0
                 0.5,                    0
                 0.6,                    0
                 0.7,                    0
                 0.8,                    0
                 0.9,                    0
                   1,                    0
                 1.1,                    0
                 1.2,                    0
                 1.3,                    0
                 1.4,                    0
                 1.5,                    0
                 1.6,                    0
                 1.7,                    0
                 1.8,                    0
                 1.9,                    0
                   2,                    0
                 2.1,                    0
                 2.2,                    0
                 2.3,                    0
                 2.4,                    0
                 2.5,                    0
                 2.6,                    0
                 2.7,                    0
                 2.8,                    0
                 2.9,                    0
                   3,                    0
                 3.1,                    0
                 3.2,                    0
                 3.3,                    0
                 3.4,                    0
                 3.5,                    0
                 3.6,                    0
                 3.7,                    0
                 3.8,                    0
                 3.9,                    0
                   4,                    0
                 4.1,                    0
                 4.2,                    0
                 4.3,                    0
                 4.4,                    0
                 4.5,                    0
                 4.6,                    0
                 4.7,                    0
                 4.8,                    0
                 4.9,                    0
                   5,                    0
                 5.1,                  0.8
                 5.2,                  0.8
                 5.3,                  0.8
                 5.4,                  0.8
                 5.5,                  0.8
                 5.6,                  0.8
                 5.7,                  0.8
                 5.8,                  0.8
                 5.9,                  0.8
                   6,                  0.8
                 6.1,                  0.8
                 6.2,                  0.8
                 6.3,                  0.8
                 6.4,                  0.8
                 6.5,                  0.8
                 6.6,                  0.8
                 6.7,                  0.8
