n_x,n_y,n_z,m_x,m_y,m_z,Energy_Transition_eV,Interaction_Matrix_Element
3,1,0,1,0,0,0.0301341664016991,-2.13483316974802e+29
3,1,1,1,0,0,0.135971238641813,-2.13483316974802e+29
3,1,2,1,0,0,0.453482455362155,-2.13483316974802e+29
3,1,3,1,0,0,0.982667816562726,-2.13483316974802e+29
3,2,0,1,0,0,0.0499786174467205,-2.13483316974802e+29
3,2,1,1,0,0,0.155815689686835,-2.13483316974802e+29
3,2,2,1,0,0,0.473326906407177,-2.13483316974802e+29
3,2,3,1,0,0,1.00251226760775,-2.13483316974802e+29
3,3,0,1,0,0,0.0830527025217562,-2.13483316974802e+29
3,3,1,1,0,0,0.18888977476187,-2.13483316974802e+29
3,3,2,1,0,0,0.506400991482213,-2.13483316974802e+29
3,3,3,1,0,0,1.03558635268278,-2.13483316974802e+29
3,4,0,1,0,0,0.129356421626806,-2.13483316974802e+29
3,4,1,1,0,0,0.23519349386692,-2.13483316974802e+29
3,4,2,1,0,0,0.552704710587262,-2.13483316974802e+29
3,4,3,1,0,0,1.08189007178783,-2.13483316974802e+29
3,5,0,1,0,0,0.18888977476187,-2.13483316974802e+29
3,5,1,1,0,0,0.294726847001984,-2.13483316974802e+29
3,5,2,1,0,0,0.612238063722327,-2.13483316974802e+29
3,5,3,1,0,0,1.1414234249229,-2.13483316974802e+29
3,6,0,1,0,0,0.261652761926949,-2.13483316974802e+29
3,6,1,1,0,0,0.367489834167063,-2.13483316974802e+29
3,6,2,1,0,0,0.685001050887405,-2.13483316974802e+29
3,6,3,1,0,0,1.21418641208798,-2.13483316974802e+29
3,7,0,1,0,0,0.347645383122041,-2.13483316974802e+29
3,7,1,1,0,0,0.453482455362155,-2.13483316974802e+29
3,7,2,1,0,0,0.770993672082498,-2.13483316974802e+29
3,7,3,1,0,0,1.30017903328307,-2.13483316974802e+29
3,8,0,1,0,0,0.446867638347148,-2.13483316974802e+29
3,8,1,1,0,0,0.552704710587262,-2.13483316974802e+29
3,8,2,1,0,0,0.870215927307605,-2.13483316974802e+29
3,8,3,1,0,0,1.39940128850818,-2.13483316974802e+29
3,9,0,1,0,0,0.55931952760227,-2.13483316974802e+29
3,9,1,1,0,0,0.665156599842384,-2.13483316974802e+29
3,9,2,1,0,0,0.982667816562726,-2.13483316974802e+29
3,9,3,1,0,0,1.5118531777633,-2.13483316974802e+29
4,0,0,1,0,0,0.0440987801000475,-2.13483316974802e+29
4,0,1,1,0,0,0.149935852340162,-2.13483316974802e+29
4,0,2,1,0,0,0.467447069060504,-2.13483316974802e+29
4,0,3,1,0,0,0.996632430261074,-2.13483316974802e+29
4,1,0,1,0,0,0.0507135971150547,-2.13483316974802e+29
4,1,1,1,0,0,0.156550669355169,-2.13483316974802e+29
4,1,2,1,0,0,0.474061886075511,-2.13483316974802e+29
4,1,3,1,0,0,1.00324724727608,-2.13483316974802e+29
4,2,0,1,0,0,0.070558048160076,-2.13483316974802e+29
4,2,1,1,0,0,0.17639512040019,-2.13483316974802e+29
4,2,2,1,0,0,0.493906337120532,-2.13483316974802e+29
4,2,3,1,0,0,1.0230916983211,-2.13483316974802e+29
4,3,0,1,0,0,0.103632133235112,-2.13483316974802e+29
4,3,1,1,0,0,0.209469205475226,-2.13483316974802e+29
4,3,2,1,0,0,0.526980422195568,-2.13483316974802e+29
4,3,3,1,0,0,1.05616578339614,-2.13483316974802e+29
4,4,0,1,0,0,0.149935852340162,-2.13483316974802e+29
4,4,1,1,0,0,0.255772924580276,-2.13483316974802e+29
4,4,2,1,0,0,0.573284141300618,-2.13483316974802e+29
4,4,3,1,0,0,1.10246950250119,-2.13483316974802e+29
4,5,0,1,0,0,0.209469205475226,-2.13483316974802e+29
4,5,1,1,0,0,0.31530627771534,-2.13483316974802e+29
4,5,2,1,0,0,0.632817494435682,-2.13483316974802e+29
4,5,3,1,0,0,1.16200285563625,-2.13483316974802e+29
4,6,0,1,0,0,0.282232192640304,-2.13483316974802e+29
4,6,1,1,0,0,0.388069264880418,-2.13483316974802e+29
4,6,2,1,0,0,0.70558048160076,-2.13483316974802e+29
4,6,3,1,0,0,1.23476584280133,-2.13483316974802e+29
4,7,0,1,0,0,0.368224813835397,-2.13483316974802e+29
4,7,1,1,0,0,0.474061886075511,-2.13483316974802e+29
4,7,2,1,0,0,0.791573102795853,-2.13483316974802e+29
4,7,3,1,0,0,1.32075846399642,-2.13483316974802e+29
4,8,0,1,0,0,0.467447069060504,-2.13483316974802e+29
4,8,1,1,0,0,0.573284141300618,-2.13483316974802e+29
4,8,2,1,0,0,0.89079535802096,-2.13483316974802e+29
4,8,3,1,0,0,1.41998071922153,-2.13483316974802e+29
4,9,0,1,0,0,0.579898958315625,-2.13483316974802e+29
4,9,1,1,0,0,0.685736030555739,-2.13483316974802e+29
4,9,2,1,0,0,1.00324724727608,-2.13483316974802e+29
4,9,3,1,0,0,1.53243260847665,-2.13483316974802e+29
5,0,0,1,0,0,0.070558048160076,-2.13483316974802e+29
5,0,1,1,0,0,0.17639512040019,-2.13483316974802e+29
5,0,2,1,0,0,0.493906337120532,-2.13483316974802e+29
5,0,3,1,0,0,1.0230916983211,-2.13483316974802e+29
5,1,0,1,0,0,0.0771728651750832,-2.13483316974802e+29
5,1,1,1,0,0,0.183009937415197,-2.13483316974802e+29
5,1,2,1,0,0,0.50052115413554,-2.13483316974802e+29
5,1,3,1,0,0,1.02970651533611,-2.13483316974802e+29
5,2,0,1,0,0,0.0970173162201046,-2.13483316974802e+29
5,2,1,1,0,0,0.202854388460219,-2.13483316974802e+29
5,2,2,1,0,0,0.520365605180561,-2.13483316974802e+29
5,2,3,1,0,0,1.04955096638113,-2.13483316974802e+29
5,3,0,1,0,0,0.13009140129514,-2.13483316974802e+29
5,3,1,1,0,0,0.235928473535254,-2.13483316974802e+29
5,3,2,1,0,0,0.553439690255596,-2.13483316974802e+29
5,3,3,1,0,0,1.08262505145617,-2.13483316974802e+29
5,4,0,1,0,0,0.17639512040019,-2.13483316974802e+29
5,4,1,1,0,0,0.282232192640304,-2.13483316974802e+29
5,4,2,1,0,0,0.599743409360646,-2.13483316974802e+29
5,4,3,1,0,0,1.12892877056122,-2.13483316974802e+29
5,5,0,1,0,0,0.235928473535254,-2.13483316974802e+29
5,5,1,1,0,0,0.341765545775368,-2.13483316974802e+29
5,5,2,1,0,0,0.659276762495711,-2.13483316974802e+29
5,5,3,1,0,0,1.18846212369628,-2.13483316974802e+29
5,6,0,1,0,0,0.308691460700333,-2.13483316974802e+29
5,6,1,1,0,0,0.414528532940447,-2.13483316974802e+29
5,6,2,1,0,0,0.732039749660789,-2.13483316974802e+29
5,6,3,1,0,0,1.26122511086136,-2.13483316974802e+29
5,7,0,1,0,0,0.394684081895425,-2.13483316974802e+29
5,7,1,1,0,0,0.500521154135539,-2.13483316974802e+29
5,7,2,1,0,0,0.818032370855882,-2.13483316974802e+29
5,7,3,1,0,0,1.34721773205645,-2.13483316974802e+29
5,8,0,1,0,0,0.493906337120532,-2.13483316974802e+29
5,8,1,1,0,0,0.599743409360647,-2.13483316974802e+29
5,8,2,1,0,0,0.917254626080989,-2.13483316974802e+29
5,8,3,1,0,0,1.44643998728156,-2.13483316974802e+29
5,9,0,1,0,0,0.606358226375654,-2.13483316974802e+29
5,9,1,1,0,0,0.712195298615768,-2.13483316974802e+29
5,9,2,1,0,0,1.02970651533611,-2.13483316974802e+29
5,9,3,1,0,0,1.55889187653668,-2.13483316974802e+29
6,0,0,1,0,0,0.102897153566778,-2.13483316974802e+29
6,0,1,1,0,0,0.208734225806892,-2.13483316974802e+29
6,0,2,1,0,0,0.526245442527234,-2.13483316974802e+29
6,0,3,1,0,0,1.0554308037278,-2.13483316974802e+29
6,1,0,1,0,0,0.109511970581785,-2.13483316974802e+29
6,1,1,1,0,0,0.215349042821899,-2.13483316974802e+29
6,1,2,1,0,0,0.532860259542241,-2.13483316974802e+29
6,1,3,1,0,0,1.06204562074281,-2.13483316974802e+29
6,2,0,1,0,0,0.129356421626806,-2.13483316974802e+29
6,2,1,1,0,0,0.23519349386692,-2.13483316974802e+29
6,2,2,1,0,0,0.552704710587262,-2.13483316974802e+29
6,2,3,1,0,0,1.08189007178783,-2.13483316974802e+29
6,3,0,1,0,0,0.162430506701842,-2.13483316974802e+29
6,3,1,1,0,0,0.268267578941956,-2.13483316974802e+29
6,3,2,1,0,0,0.585778795662298,-2.13483316974802e+29
6,3,3,1,0,0,1.11496415686287,-2.13483316974802e+29
6,4,0,1,0,0,0.208734225806892,-2.13483316974802e+29
6,4,1,1,0,0,0.314571298047006,-2.13483316974802e+29
6,4,2,1,0,0,0.632082514767348,-2.13483316974802e+29
6,4,3,1,0,0,1.16126787596792,-2.13483316974802e+29
6,5,0,1,0,0,0.268267578941956,-2.13483316974802e+29
6,5,1,1,0,0,0.37410465118207,-2.13483316974802e+29
6,5,2,1,0,0,0.691615867902412,-2.13483316974802e+29
6,5,3,1,0,0,1.22080122910298,-2.13483316974802e+29
6,6,0,1,0,0,0.341030566107034,-2.13483316974802e+29
6,6,1,1,0,0,0.446867638347148,-2.13483316974802e+29
6,6,2,1,0,0,0.764378855067491,-2.13483316974802e+29
6,6,3,1,0,0,1.29356421626806,-2.13483316974802e+29
6,7,0,1,0,0,0.427023187302127,-2.13483316974802e+29
6,7,1,1,0,0,0.532860259542241,-2.13483316974802e+29
6,7,2,1,0,0,0.850371476262583,-2.13483316974802e+29
6,7,3,1,0,0,1.37955683746315,-2.13483316974802e+29
6,8,0,1,0,0,0.526245442527234,-2.13483316974802e+29
6,8,1,1,0,0,0.632082514767348,-2.13483316974802e+29
6,8,2,1,0,0,0.94959373148769,-2.13483316974802e+29
6,8,3,1,0,0,1.47877909268826,-2.13483316974802e+29
6,9,0,1,0,0,0.638697331782355,-2.13483316974802e+29
6,9,1,1,0,0,0.744534404022469,-2.13483316974802e+29
6,9,2,1,0,0,1.06204562074281,-2.13483316974802e+29
6,9,3,1,0,0,1.59123098194338,-2.13483316974802e+29
7,0,0,1,0,0,0.141116096320152,-2.13483316974802e+29
7,0,1,1,0,0,0.246953168560266,-2.13483316974802e+29
7,0,2,1,0,0,0.564464385280608,-2.13483316974802e+29
7,0,3,1,0,0,1.09364974648118,-2.13483316974802e+29
7,1,0,1,0,0,0.147730913335159,-2.13483316974802e+29
7,1,1,1,0,0,0.253567985575273,-2.13483316974802e+29
7,1,2,1,0,0,0.571079202295615,-2.13483316974802e+29
7,1,3,1,0,0,1.10026456349619,-2.13483316974802e+29
7,2,0,1,0,0,0.167575364380181,-2.13483316974802e+29
7,2,1,1,0,0,0.273412436620295,-2.13483316974802e+29
7,2,2,1,0,0,0.590923653340637,-2.13483316974802e+29
7,2,3,1,0,0,1.12010901454121,-2.13483316974802e+29
7,3,0,1,0,0,0.200649449455216,-2.13483316974802e+29
7,3,1,1,0,0,0.30648652169533,-2.13483316974802e+29
7,3,2,1,0,0,0.623997738415673,-2.13483316974802e+29
7,3,3,1,0,0,1.15318309961624,-2.13483316974802e+29
7,4,0,1,0,0,0.246953168560266,-2.13483316974802e+29
7,4,1,1,0,0,0.35279024080038,-2.13483316974802e+29
7,4,2,1,0,0,0.670301457520722,-2.13483316974802e+29
7,4,3,1,0,0,1.19948681872129,-2.13483316974802e+29
7,5,0,1,0,0,0.30648652169533,-2.13483316974802e+29
7,5,1,1,0,0,0.412323593935444,-2.13483316974802e+29
7,5,2,1,0,0,0.729834810655787,-2.13483316974802e+29
7,5,3,1,0,0,1.25902017185636,-2.13483316974802e+29
7,6,0,1,0,0,0.379249508860409,-2.13483316974802e+29
7,6,1,1,0,0,0.485086581100523,-2.13483316974802e+29
7,6,2,1,0,0,0.802597797820865,-2.13483316974802e+29
7,6,3,1,0,0,1.33178315902144,-2.13483316974802e+29
7,7,0,1,0,0,0.465242130055501,-2.13483316974802e+29
7,7,1,1,0,0,0.571079202295615,-2.13483316974802e+29
7,7,2,1,0,0,0.888590419015958,-2.13483316974802e+29
7,7,3,1,0,0,1.41777578021653,-2.13483316974802e+29
7,8,0,1,0,0,0.564464385280608,-2.13483316974802e+29
7,8,1,1,0,0,0.670301457520722,-2.13483316974802e+29
7,8,2,1,0,0,0.987812674241065,-2.13483316974802e+29
7,8,3,1,0,0,1.51699803544164,-2.13483316974802e+29
7,9,0,1,0,0,0.67691627453573,-2.13483316974802e+29
7,9,1,1,0,0,0.782753346775844,-2.13483316974802e+29
7,9,2,1,0,0,1.10026456349619,-2.13483316974802e+29
7,9,3,1,0,0,1.62944992469676,-2.13483316974802e+29
8,0,0,1,0,0,0.1852148764202,-2.13483316974802e+29
8,0,1,1,0,0,0.291051948660314,-2.13483316974802e+29
8,0,2,1,0,0,0.608563165380656,-2.13483316974802e+29
8,0,3,1,0,0,1.13774852658123,-2.13483316974802e+29
8,1,0,1,0,0,0.191829693435207,-2.13483316974802e+29
8,1,1,1,0,0,0.297666765675321,-2.13483316974802e+29
8,1,2,1,0,0,0.615177982395663,-2.13483316974802e+29
8,1,3,1,0,0,1.14436334359623,-2.13483316974802e+29
8,2,0,1,0,0,0.211674144480228,-2.13483316974802e+29
8,2,1,1,0,0,0.317511216720342,-2.13483316974802e+29
8,2,2,1,0,0,0.635022433440685,-2.13483316974802e+29
8,2,3,1,0,0,1.16420779464126,-2.13483316974802e+29
8,3,0,1,0,0,0.244748229555264,-2.13483316974802e+29
8,3,1,1,0,0,0.350585301795378,-2.13483316974802e+29
8,3,2,1,0,0,0.66809651851572,-2.13483316974802e+29
8,3,3,1,0,0,1.19728187971629,-2.13483316974802e+29
8,4,0,1,0,0,0.291051948660314,-2.13483316974802e+29
8,4,1,1,0,0,0.396889020900428,-2.13483316974802e+29
8,4,2,1,0,0,0.71440023762077,-2.13483316974802e+29
8,4,3,1,0,0,1.24358559882134,-2.13483316974802e+29
8,5,0,1,0,0,0.350585301795378,-2.13483316974802e+29
8,5,1,1,0,0,0.456422374035492,-2.13483316974802e+29
8,5,2,1,0,0,0.773933590755834,-2.13483316974802e+29
8,5,3,1,0,0,1.3031189519564,-2.13483316974802e+29
8,6,0,1,0,0,0.423348288960456,-2.13483316974802e+29
8,6,1,1,0,0,0.52918536120057,-2.13483316974802e+29
8,6,2,1,0,0,0.846696577920913,-2.13483316974802e+29
8,6,3,1,0,0,1.37588193912148,-2.13483316974802e+29
8,7,0,1,0,0,0.509340910155549,-2.13483316974802e+29
8,7,1,1,0,0,0.615177982395663,-2.13483316974802e+29
8,7,2,1,0,0,0.932689199116005,-2.13483316974802e+29
8,7,3,1,0,0,1.46187456031658,-2.13483316974802e+29
8,8,0,1,0,0,0.608563165380656,-2.13483316974802e+29
8,8,1,1,0,0,0.71440023762077,-2.13483316974802e+29
8,8,2,1,0,0,1.03191145434111,-2.13483316974802e+29
8,8,3,1,0,0,1.56109681554168,-2.13483316974802e+29
8,9,0,1,0,0,0.721015054635777,-2.13483316974802e+29
8,9,1,1,0,0,0.826852126875891,-2.13483316974802e+29
8,9,2,1,0,0,1.14436334359623,-2.13483316974802e+29
8,9,3,1,0,0,1.6735487047968,-2.13483316974802e+29
9,0,0,1,0,0,0.23519349386692,-2.13483316974802e+29
9,0,1,1,0,0,0.341030566107034,-2.13483316974802e+29
9,0,2,1,0,0,0.658541782827377,-2.13483316974802e+29
9,0,3,1,0,0,1.18772714402795,-2.13483316974802e+29
9,1,0,1,0,0,0.241808310881927,-2.13483316974802e+29
9,1,1,1,0,0,0.347645383122041,-2.13483316974802e+29
9,1,2,1,0,0,0.665156599842384,-2.13483316974802e+29
9,1,3,1,0,0,1.19434196104295,-2.13483316974802e+29
9,2,0,1,0,0,0.261652761926949,-2.13483316974802e+29
9,2,1,1,0,0,0.367489834167063,-2.13483316974802e+29
9,2,2,1,0,0,0.685001050887405,-2.13483316974802e+29
9,2,3,1,0,0,1.21418641208798,-2.13483316974802e+29
9,3,0,1,0,0,0.294726847001984,-2.13483316974802e+29
9,3,1,1,0,0,0.400563919242098,-2.13483316974802e+29
9,3,2,1,0,0,0.718075135962441,-2.13483316974802e+29
9,3,3,1,0,0,1.24726049716301,-2.13483316974802e+29
9,4,0,1,0,0,0.341030566107034,-2.13483316974802e+29
9,4,1,1,0,0,0.446867638347148,-2.13483316974802e+29
9,4,2,1,0,0,0.764378855067491,-2.13483316974802e+29
9,4,3,1,0,0,1.29356421626806,-2.13483316974802e+29
9,5,0,1,0,0,0.400563919242098,-2.13483316974802e+29
9,5,1,1,0,0,0.506400991482213,-2.13483316974802e+29
9,5,2,1,0,0,0.823912208202555,-2.13483316974802e+29
9,5,3,1,0,0,1.35309756940313,-2.13483316974802e+29
9,6,0,1,0,0,0.473326906407177,-2.13483316974802e+29
9,6,1,1,0,0,0.579163978647291,-2.13483316974802e+29
9,6,2,1,0,0,0.896675195367633,-2.13483316974802e+29
9,6,3,1,0,0,1.4258605565682,-2.13483316974802e+29
9,7,0,1,0,0,0.55931952760227,-2.13483316974802e+29
9,7,1,1,0,0,0.665156599842384,-2.13483316974802e+29
9,7,2,1,0,0,0.982667816562726,-2.13483316974802e+29
9,7,3,1,0,0,1.5118531777633,-2.13483316974802e+29
9,8,0,1,0,0,0.658541782827377,-2.13483316974802e+29
9,8,1,1,0,0,0.764378855067491,-2.13483316974802e+29
9,8,2,1,0,0,1.08189007178783,-2.13483316974802e+29
9,8,3,1,0,0,1.6110754329884,-2.13483316974802e+29
9,9,0,1,0,0,0.770993672082498,-2.13483316974802e+29
9,9,1,1,0,0,0.876830744322612,-2.13483316974802e+29
9,9,2,1,0,0,1.19434196104295,-2.13483316974802e+29
9,9,3,1,0,0,1.72352732224352,-2.13483316974802e+29
