------------------------------------------------------------
 Wavefunction  1
------------------------------------------------------------
Distance (nm), Wavefunction (arbitrary units)
                 -25,            -1.87e-14
               -24.9,            -2.22e-14
               -24.8,            -2.18e-14
               -24.7,            -2.03e-14
               -24.6,               -2e-14
               -24.5,            -1.72e-14
               -24.4,            -1.65e-14
               -24.3,            -1.59e-14
               -24.2,            -1.47e-14
               -24.1,            -1.56e-14
                 -24,            -1.64e-14
               -23.9,            -1.65e-14
               -23.8,            -1.69e-14
               -23.7,             -1.8e-14
               -23.6,            -1.93e-14
               -23.5,            -1.95e-14
               -23.4,            -2.03e-14
               -23.3,            -1.95e-14
               -23.2,             -1.9e-14
               -23.1,            -1.55e-14
                 -23,             -1.1e-14
               -22.9,            -7.99e-15
               -22.8,             -3.2e-15
               -22.7,             2.68e-15
               -22.6,             9.75e-15
               -22.5,             1.66e-14
               -22.4,              2.3e-14
               -22.3,             3.17e-14
               -22.2,             4.11e-14
               -22.1,             5.18e-14
                 -22,             6.21e-14
               -21.9,             7.37e-14
               -21.8,             8.69e-14
               -21.7,                1e-13
               -21.6,             1.13e-13
               -21.5,             1.26e-13
               -21.4,             1.43e-13
               -21.3,             1.65e-13
               -21.2,             1.91e-13
               -21.1,             2.25e-13
                 -21,             2.65e-13
               -20.9,             3.11e-13
               -20.8,             3.65e-13
               -20.7,             4.28e-13
               -20.6,             5.01e-13
               -20.5,             5.85e-13
               -20.4,             6.88e-13
               -20.3,             8.09e-13
               -20.2,             9.54e-13
               -20.1,             1.12e-12
                 -20,             1.32e-12
               -19.9,             1.55e-12
               -19.8,             1.83e-12
               -19.7,             2.15e-12
               -19.6,             2.53e-12
               -19.5,             2.99e-12
               -19.4,             3.52e-12
               -19.3,             4.15e-12
               -19.2,              4.9e-12
               -19.1,             5.77e-12
                 -19,             6.81e-12
               -18.9,             8.03e-12
               -18.8,             9.47e-12
               -18.7,             1.12e-11
               -18.6,             1.32e-11
               -18.5,             1.55e-11
               -18.4,             1.83e-11
               -18.3,             2.16e-11
               -18.2,             2.55e-11
               -18.1,             3.01e-11
                 -18,             3.55e-11
               -17.9,             4.19e-11
               -17.8,             4.94e-11
               -17.7,             5.83e-11
               -17.6,             6.88e-11
               -17.5,             8.11e-11
               -17.4,             9.57e-11
               -17.3,             1.13e-10
               -17.2,             1.33e-10
               -17.1,             1.57e-10
                 -17,             1.85e-10
               -16.9,             2.19e-10
               -16.8,             2.58e-10
               -16.7,             3.04e-10
               -16.6,             3.59e-10
               -16.5,             4.23e-10
               -16.4,             4.99e-10
               -16.3,             5.89e-10
               -16.2,             6.95e-10
               -16.1,              8.2e-10
                 -16,             9.67e-10
               -15.9,             1.14e-09
               -15.8,             1.35e-09
               -15.7,             1.59e-09
               -15.6,             1.87e-09
               -15.5,             2.21e-09
               -15.4,             2.61e-09
               -15.3,             3.07e-09
               -15.2,             3.63e-09
               -15.1,             4.28e-09
                 -15,             5.05e-09
               -14.9,             5.95e-09
               -14.8,             7.02e-09
               -14.7,             8.28e-09
               -14.6,             9.77e-09
               -14.5,             1.15e-08
               -14.4,             1.36e-08
               -14.3,              1.6e-08
               -14.2,             1.89e-08
               -14.1,             2.23e-08
                 -14,             2.63e-08
               -13.9,             3.11e-08
               -13.8,             3.67e-08
               -13.7,             4.32e-08
               -13.6,              5.1e-08
               -13.5,             6.02e-08
               -13.4,              7.1e-08
               -13.3,             8.37e-08
               -13.2,             9.88e-08
               -13.1,             1.17e-07
                 -13,             1.37e-07
               -12.9,             1.62e-07
               -12.8,             1.91e-07
               -12.7,             2.26e-07
               -12.6,             2.66e-07
               -12.5,             3.14e-07
               -12.4,              3.7e-07
               -12.3,             4.37e-07
               -12.2,             5.16e-07
               -12.1,             6.08e-07
                 -12,             7.17e-07
               -11.9,             8.46e-07
               -11.8,             9.98e-07
               -11.7,             1.18e-06
               -11.6,             1.39e-06
               -11.5,             1.64e-06
               -11.4,             1.93e-06
               -11.3,             2.28e-06
               -11.2,             2.69e-06
               -11.1,             3.17e-06
                 -11,             3.74e-06
               -10.9,             4.42e-06
               -10.8,             5.21e-06
               -10.7,             6.15e-06
               -10.6,             7.25e-06
               -10.5,             8.55e-06
               -10.4,             1.01e-05
               -10.3,             1.19e-05
               -10.2,              1.4e-05
               -10.1,             1.66e-05
                 -10,             1.95e-05
                -9.9,             2.31e-05
                -9.8,             2.72e-05
                -9.7,             3.21e-05
                -9.6,             3.78e-05
                -9.5,             4.46e-05
                -9.4,             5.27e-05
                -9.3,             6.21e-05
                -9.2,             7.33e-05
                -9.1,             8.65e-05
                  -9,             0.000102
                -8.9,              0.00012
                -8.8,             0.000142
                -8.7,             0.000167
                -8.6,             0.000198
                -8.5,             0.000233
                -8.4,             0.000275
                -8.3,             0.000324
                -8.2,             0.000382
                -8.1,             0.000451
                  -8,             0.000532
                -7.9,             0.000628
                -7.8,             0.000741
                -7.7,             0.000874
                -7.6,              0.00103
                -7.5,              0.00122
                -7.4,              0.00143
                -7.3,              0.00169
                -7.2,                0.002
                -7.1,              0.00235
                  -7,              0.00278
                -6.9,              0.00328
                -6.8,              0.00387
                -6.7,              0.00456
                -6.6,              0.00538
                -6.5,              0.00635
                -6.4,              0.00749
                -6.3,              0.00883
                -6.2,               0.0104
                -6.1,               0.0123
                  -6,               0.0145
                -5.9,               0.0171
                -5.8,               0.0202
                -5.7,               0.0238
                -5.6,               0.0281
                -5.5,               0.0331
                -5.4,               0.0391
                -5.3,               0.0461
                -5.2,               0.0544
                -5.1,               0.0641
                  -5,               0.0757
                -4.9,               0.0871
                -4.8,               0.0985
                -4.7,                 0.11
                -4.6,                0.121
                -4.5,                0.132
                -4.4,                0.143
                -4.3,                0.154
                -4.2,                0.165
                -4.1,                0.176
                  -4,                0.186
                -3.9,                0.197
                -3.8,                0.207
                -3.7,                0.217
                -3.6,                0.227
                -3.5,                0.237
                -3.4,                0.246
                -3.3,                0.256
                -3.2,                0.265
                -3.1,                0.274
                  -3,                0.283
                -2.9,                0.291
                -2.8,                0.299
                -2.7,                0.307
                -2.6,                0.315
                -2.5,                0.323
                -2.4,                 0.33
                -2.3,                0.337
                -2.2,                0.344
                -2.1,                0.351
                  -2,                0.357
                -1.9,                0.363
                -1.8,                0.369
                -1.7,                0.374
                -1.6,                 0.38
                -1.5,                0.384
                -1.4,                0.389
                -1.3,                0.393
                -1.2,                0.397
                -1.1,                0.401
                  -1,                0.404
                -0.9,                0.407
                -0.8,                 0.41
                -0.7,                0.413
                -0.6,                0.415
                -0.5,                0.416
                -0.4,                0.418
                -0.3,                0.419
                -0.2,                 0.42
                -0.1,                 0.42
            2.28e-13,                 0.42
                 0.1,                 0.42
                 0.2,                 0.42
                 0.3,                0.419
                 0.4,                0.418
                 0.5,                0.416
                 0.6,                0.415
                 0.7,                0.413
                 0.8,                 0.41
                 0.9,                0.407
                   1,                0.404
                 1.1,                0.401
                 1.2,                0.397
                 1.3,                0.393
                 1.4,                0.389
                 1.5,                0.384
                 1.6,                 0.38
                 1.7,                0.374
                 1.8,                0.369
                 1.9,                0.363
                   2,                0.357
                 2.1,                0.351
                 2.2,                0.344
                 2.3,                0.337
                 2.4,                 0.33
                 2.5,                0.323
                 2.6,                0.315
                 2.7,                0.307
                 2.8,                0.299
                 2.9,                0.291
                   3,                0.283
                 3.1,                0.274
                 3.2,                0.265
                 3.3,                0.256
                 3.4,                0.246
                 3.5,                0.237
                 3.6,                0.227
                 3.7,                0.217
                 3.8,                0.207
                 3.9,                0.197
                   4,                0.186
                 4.1,                0.176
                 4.2,                0.165
                 4.3,                0.154
                 4.4,                0.143
                 4.5,                0.132
                 4.6,                0.121
                 4.7,                 0.11
                 4.8,               0.0985
                 4.9,               0.0871
                   5,               0.0757
                 5.1,               0.0641
                 5.2,               0.0544
                 5.3,               0.0461
                 5.4,               0.0391
                 5.5,               0.0331
                 5.6,               0.0281
                 5.7,               0.0238
                 5.8,               0.0202
                 5.9,               0.0171
                   6,               0.0145
                 6.1,               0.0123
                 6.2,               0.0104
                 6.3,              0.00883
                 6.4,              0.00749
                 6.5,              0.00635
                 6.6,              0.00538
                 6.7,              0.00456
                 6.8,              0.00387
                 6.9,              0.00328
                   7,              0.00278
                 7.1,              0.00235
                 7.2,                0.002
                 7.3,              0.00169
                 7.4,              0.00143
                 7.5,              0.00122
                 7.6,              0.00103
                 7.7,             0.000874
                 7.8,             0.000741
                 7.9,             0.000628
                   8,             0.000532
                 8.1,             0.000451
                 8.2,             0.000382
                 8.3,             0.000324
                 8.4,             0.000275
                 8.5,             0.000233
                 8.6,             0.000198
                 8.7,             0.000167
                 8.8,             0.000142
                 8.9,              0.00012
                   9,             0.000102
                 9.1,             8.65e-05
                 9.2,             7.33e-05
                 9.3,             6.21e-05
                 9.4,             5.27e-05
                 9.5,             4.46e-05
                 9.6,             3.78e-05
                 9.7,             3.21e-05
                 9.8,             2.72e-05
                 9.9,             2.31e-05
                  10,             1.95e-05
                10.1,             1.66e-05
                10.2,              1.4e-05
                10.3,             1.19e-05
                10.4,             1.01e-05
                10.5,             8.55e-06
                10.6,             7.25e-06
                10.7,             6.15e-06
                10.8,             5.21e-06
                10.9,             4.42e-06
                  11,             3.74e-06
                11.1,             3.17e-06
                11.2,             2.69e-06
                11.3,             2.28e-06
                11.4,             1.93e-06
                11.5,             1.64e-06
                11.6,             1.39e-06
                11.7,             1.18e-06
                11.8,             9.98e-07
                11.9,             8.46e-07
                  12,             7.17e-07
                12.1,             6.08e-07
                12.2,             5.16e-07
                12.3,             4.37e-07
                12.4,              3.7e-07
                12.5,             3.14e-07
                12.6,             2.66e-07
                12.7,             2.26e-07
                12.8,             1.91e-07
                12.9,             1.62e-07
                  13,             1.37e-07
                13.1,             1.17e-07
                13.2,             9.88e-08
                13.3,             8.37e-08
                13.4,              7.1e-08
                13.5,             6.02e-08
                13.6,              5.1e-08
                13.7,             4.32e-08
                13.8,             3.67e-08
                13.9,             3.11e-08
                  14,             2.63e-08
                14.1,             2.23e-08
                14.2,             1.89e-08
                14.3,              1.6e-08
                14.4,             1.36e-08
                14.5,             1.15e-08
                14.6,             9.77e-09
                14.7,             8.28e-09
                14.8,             7.02e-09
                14.9,             5.95e-09
                  15,             5.05e-09
                15.1,             4.28e-09
                15.2,             3.63e-09
                15.3,             3.07e-09
                15.4,             2.61e-09
                15.5,             2.21e-09
                15.6,             1.87e-09
                15.7,             1.59e-09
                15.8,             1.35e-09
                15.9,             1.14e-09
                  16,             9.67e-10
                16.1,              8.2e-10
                16.2,             6.95e-10
                16.3,             5.89e-10
                16.4,             4.99e-10
                16.5,             4.23e-10
                16.6,             3.59e-10
                16.7,             3.04e-10
                16.8,             2.58e-10
                16.9,             2.19e-10
                  17,             1.85e-10
                17.1,             1.57e-10
                17.2,             1.33e-10
                17.3,             1.13e-10
                17.4,             9.57e-11
                17.5,             8.11e-11
                17.6,             6.88e-11
                17.7,             5.83e-11
                17.8,             4.94e-11
                17.9,             4.19e-11
                  18,             3.55e-11
                18.1,             3.01e-11
                18.2,             2.55e-11
                18.3,             2.16e-11
                18.4,             1.83e-11
                18.5,             1.56e-11
                18.6,             1.32e-11
                18.7,             1.12e-11
                18.8,             9.48e-12
                18.9,             8.04e-12
                  19,             6.82e-12
                19.1,             5.79e-12
                19.2,             4.91e-12
                19.3,             4.16e-12
                19.4,             3.53e-12
                19.5,             2.99e-12
                19.6,             2.53e-12
                19.7,             2.15e-12
                19.8,             1.83e-12
                19.9,             1.55e-12
                  20,             1.32e-12
                20.1,             1.12e-12
                20.2,             9.55e-13
                20.3,             8.12e-13
                20.4,             6.92e-13
                20.5,              5.9e-13
                20.6,             5.05e-13
                20.7,             4.31e-13
                20.8,             3.67e-13
                20.9,             3.13e-13
                  21,             2.65e-13
                21.1,             2.28e-13
                21.2,             1.97e-13
                21.3,             1.71e-13
                21.4,             1.51e-13
                21.5,             1.35e-13
                21.6,             1.19e-13
                21.7,             1.05e-13
                21.8,             9.29e-14
                21.9,             8.19e-14
                  22,             7.21e-14
                22.1,             6.07e-14
                22.2,             5.27e-14
                22.3,             4.23e-14
                22.4,             3.24e-14
                22.5,             2.46e-14
                22.6,             1.78e-14
                22.7,             1.19e-14
                22.8,             6.53e-15
                22.9,             4.47e-15
                  23,             3.59e-15
                23.1,             2.04e-15
                23.2,             1.46e-15
                23.3,            -9.92e-16
                23.4,            -2.91e-15
                23.5,             -7.3e-15
                23.6,            -1.03e-14
                23.7,            -1.26e-14
                23.8,            -1.49e-14
                23.9,            -1.59e-14
                  24,            -1.71e-14
                24.1,               -2e-14
                24.2,            -2.31e-14
                24.3,            -2.56e-14
                24.4,            -2.59e-14
                24.5,            -2.63e-14
                24.6,            -2.53e-14
                24.7,            -2.51e-14
                24.8,            -2.32e-14
                24.9,            -2.04e-14
                  25,             -1.7e-14
                25.1,            -1.49e-14
                25.2,             -1.2e-14
                25.3,            -1.15e-14
                25.4,            -1.08e-14
                25.5,            -1.11e-14
                25.6,            -1.06e-14
                25.7,            -1.11e-14
                25.8,            -1.04e-14
                25.9,            -1.18e-14
                  26,            -1.33e-14
                26.1,             -1.4e-14
                26.2,            -1.51e-14
                26.3,            -1.68e-14
                26.4,            -1.89e-14
                26.5,            -2.28e-14
                26.6,            -2.41e-14
                26.7,            -2.52e-14
                26.8,            -2.51e-14
                26.9,             -2.4e-14
                  27,            -2.15e-14
                27.1,            -2.05e-14
                27.2,            -1.77e-14
                27.3,            -1.63e-14
                27.4,            -1.73e-14
                27.5,            -1.78e-14
                27.6,            -1.84e-14
                27.7,            -1.83e-14
                27.8,             -1.6e-14
                27.9,            -1.54e-14
                  28,            -1.04e-14
                28.1,            -7.22e-15
                28.2,             -3.3e-15
                28.3,             -3.2e-15
                28.4,            -3.91e-16
                28.5,             2.06e-15
                28.6,             3.52e-15
                28.7,             4.83e-15
                28.8,             7.56e-15
                28.9,             1.13e-14
                  29,             1.36e-14
                29.1,             1.31e-14
                29.2,             1.02e-14
                29.3,             8.88e-15
                29.4,             5.89e-15
                29.5,              3.2e-15
                29.6,            -6.57e-16
                29.7,            -3.13e-15
                29.8,            -4.23e-15
                29.9,            -4.33e-15
                  30,            -5.32e-15
                30.1,            -6.34e-15
                30.2,            -8.64e-15
                30.3,            -1.03e-14
                30.4,            -9.18e-15
                30.5,            -6.81e-15
                30.6,            -3.94e-15
                30.7,            -6.87e-16
                30.8,                6e-16
                30.9,              2.6e-15
                  31,             2.64e-15
                31.1,             4.23e-15
                31.2,             4.23e-15
                31.3,             3.92e-15
                31.4,             3.29e-15
                31.5,             1.79e-15
                31.6,            -1.66e-15
                31.7,            -5.04e-15
                31.8,            -5.05e-15
                31.9,            -5.98e-15
                  32,            -5.12e-15
                32.1,            -6.25e-15
                32.2,            -3.54e-15
                32.3,            -3.75e-15
                32.4,             -3.7e-15
                32.5,            -4.68e-15
                32.6,            -7.01e-15
                32.7,            -8.19e-15
                32.8,            -9.21e-15
                32.9,            -7.69e-15
                  33,            -5.58e-15
                33.1,            -5.24e-15
                33.2,             -4.8e-15
                33.3,            -6.16e-15
                33.4,            -7.54e-15
                33.5,            -1.19e-14
                33.6,            -1.27e-14
                33.7,            -1.27e-14
                33.8,            -1.19e-14
                33.9,            -1.19e-14
                  34,            -1.31e-14
                34.1,            -1.46e-14
                34.2,            -1.55e-14
                34.3,            -1.66e-14
                34.4,            -1.67e-14
                34.5,            -1.88e-14
                34.6,            -2.03e-14
                34.7,             -2.3e-14
                34.8,            -2.33e-14
                34.9,            -2.33e-14
                  35,            -2.25e-14

------------------------------------------------------------
 Potential Energy
------------------------------------------------------------
, Potential Energy (eV)
                 -35,                  1.6
               -34.9,                  1.6
               -34.8,                  1.6
               -34.7,                  1.6
               -34.6,                  1.6
               -34.5,                  1.6
               -34.4,                  1.6
               -34.3,                  1.6
               -34.2,                  1.6
               -34.1,                  1.6
                 -34,                  1.6
               -33.9,                  1.6
               -33.8,                  1.6
               -33.7,                  1.6
               -33.6,                  1.6
               -33.5,                  1.6
               -33.4,                  1.6
               -33.3,                  1.6
               -33.2,                  1.6
               -33.1,                  1.6
                 -33,                  1.6
               -32.9,                  1.6
               -32.8,                  1.6
               -32.7,                  1.6
               -32.6,                  1.6
               -32.5,                  1.6
               -32.4,                  1.6
               -32.3,                  1.6
               -32.2,                  1.6
               -32.1,                  1.6
                 -32,                  1.6
               -31.9,                  1.6
               -31.8,                  1.6
               -31.7,                  1.6
               -31.6,                  1.6
               -31.5,                  1.6
               -31.4,                  1.6
               -31.3,                  1.6
               -31.2,                  1.6
               -31.1,                  1.6
                 -31,                  1.6
               -30.9,                  1.6
               -30.8,                  1.6
               -30.7,                  1.6
               -30.6,                  1.6
               -30.5,                  1.6
               -30.4,                  1.6
               -30.3,                  1.6
               -30.2,                  1.6
               -30.1,                  1.6
                 -30,                  1.6
               -29.9,                  1.6
               -29.8,                  1.6
               -29.7,                  1.6
               -29.6,                  1.6
               -29.5,                  1.6
               -29.4,                  1.6
               -29.3,                  1.6
               -29.2,                  1.6
               -29.1,                  1.6
                 -29,                  1.6
               -28.9,                  1.6
               -28.8,                  1.6
               -28.7,                  1.6
               -28.6,                  1.6
               -28.5,                  1.6
               -28.4,                  1.6
               -28.3,                  1.6
               -28.2,                  1.6
               -28.1,                  1.6
                 -28,                  1.6
               -27.9,                  1.6
               -27.8,                  1.6
               -27.7,                  1.6
               -27.6,                  1.6
               -27.5,                  1.6
               -27.4,                  1.6
               -27.3,                  1.6
               -27.2,                  1.6
               -27.1,                  1.6
                 -27,                  1.6
               -26.9,                  1.6
               -26.8,                  1.6
               -26.7,                  1.6
               -26.6,                  1.6
               -26.5,                  1.6
               -26.4,                  1.6
               -26.3,                  1.6
               -26.2,                  1.6
               -26.1,                  1.6
                 -26,                  1.6
               -25.9,                  1.6
               -25.8,                  1.6
               -25.7,                  1.6
               -25.6,                  1.6
               -25.5,                  1.6
               -25.4,                  1.6
               -25.3,                  1.6
               -25.2,                  1.6
               -25.1,                  1.6
                 -25,                  1.6
               -24.9,                  1.6
               -24.8,                  1.6
               -24.7,                  1.6
               -24.6,                  1.6
               -24.5,                  1.6
               -24.4,                  1.6
               -24.3,                  1.6
               -24.2,                  1.6
               -24.1,                  1.6
                 -24,                  1.6
               -23.9,                  1.6
               -23.8,                  1.6
               -23.7,                  1.6
               -23.6,                  1.6
               -23.5,                  1.6
               -23.4,                  1.6
               -23.3,                  1.6
               -23.2,                  1.6
               -23.1,                  1.6
                 -23,                  1.6
               -22.9,                  1.6
               -22.8,                  1.6
               -22.7,                  1.6
               -22.6,                  1.6
               -22.5,                  1.6
               -22.4,                  1.6
               -22.3,                  1.6
               -22.2,                  1.6
               -22.1,                  1.6
                 -22,                  1.6
               -21.9,                  1.6
               -21.8,                  1.6
               -21.7,                  1.6
               -21.6,                  1.6
               -21.5,                  1.6
               -21.4,                  1.6
               -21.3,                  1.6
               -21.2,                  1.6
               -21.1,                  1.6
                 -21,                  1.6
               -20.9,                  1.6
               -20.8,                  1.6
               -20.7,                  1.6
               -20.6,                  1.6
               -20.5,                  1.6
               -20.4,                  1.6
               -20.3,                  1.6
               -20.2,                  1.6
               -20.1,                  1.6
                 -20,                  1.6
               -19.9,                  1.6
               -19.8,                  1.6
               -19.7,                  1.6
               -19.6,                  1.6
               -19.5,                  1.6
               -19.4,                  1.6
               -19.3,                  1.6
               -19.2,                  1.6
               -19.1,                  1.6
                 -19,                  1.6
               -18.9,                  1.6
               -18.8,                  1.6
               -18.7,                  1.6
               -18.6,                  1.6
               -18.5,                  1.6
               -18.4,                  1.6
               -18.3,                  1.6
               -18.2,                  1.6
               -18.1,                  1.6
                 -18,                  1.6
               -17.9,                  1.6
               -17.8,                  1.6
               -17.7,                  1.6
               -17.6,                  1.6
               -17.5,                  1.6
               -17.4,                  1.6
               -17.3,                  1.6
               -17.2,                  1.6
               -17.1,                  1.6
                 -17,                  1.6
               -16.9,                  1.6
               -16.8,                  1.6
               -16.7,                  1.6
               -16.6,                  1.6
               -16.5,                  1.6
               -16.4,                  1.6
               -16.3,                  1.6
               -16.2,                  1.6
               -16.1,                  1.6
                 -16,                  1.6
               -15.9,                  1.6
               -15.8,                  1.6
               -15.7,                  1.6
               -15.6,                  1.6
               -15.5,                  1.6
               -15.4,                  1.6
               -15.3,                  1.6
               -15.2,                  1.6
               -15.1,                  1.6
                 -15,                  1.6
               -14.9,                  1.6
               -14.8,                  1.6
               -14.7,                  1.6
               -14.6,                  1.6
               -14.5,                  1.6
               -14.4,                  1.6
               -14.3,                  1.6
               -14.2,                  1.6
               -14.1,                  1.6
                 -14,                  1.6
               -13.9,                  1.6
               -13.8,                  1.6
               -13.7,                  1.6
               -13.6,                  1.6
               -13.5,                  1.6
               -13.4,                  1.6
               -13.3,                  1.6
               -13.2,                  1.6
               -13.1,                  1.6
                 -13,                  1.6
               -12.9,                  1.6
               -12.8,                  1.6
               -12.7,                  1.6
               -12.6,                  1.6
               -12.5,                  1.6
               -12.4,                  1.6
               -12.3,                  1.6
               -12.2,                  1.6
               -12.1,                  1.6
                 -12,                  1.6
               -11.9,                  1.6
               -11.8,                  1.6
               -11.7,                  1.6
               -11.6,                  1.6
               -11.5,                  1.6
               -11.4,                  1.6
               -11.3,                  1.6
               -11.2,                  1.6
               -11.1,                  1.6
                 -11,                  1.6
               -10.9,                  1.6
               -10.8,                  1.6
               -10.7,                  1.6
               -10.6,                  1.6
               -10.5,                  1.6
               -10.4,                  1.6
               -10.3,                  1.6
               -10.2,                  1.6
               -10.1,                  1.6
                 -10,                  1.6
                -9.9,                  1.6
                -9.8,                  1.6
                -9.7,                  1.6
                -9.6,                  1.6
                -9.5,                  1.6
                -9.4,                  1.6
                -9.3,                  1.6
                -9.2,                  1.6
                -9.1,                  1.6
                  -9,                  1.6
                -8.9,                  1.6
                -8.8,                  1.6
                -8.7,                  1.6
                -8.6,                  1.6
                -8.5,                  1.6
                -8.4,                  1.6
                -8.3,                  1.6
                -8.2,                  1.6
                -8.1,                  1.6
                  -8,                  1.6
                -7.9,                  1.6
                -7.8,                  1.6
                -7.7,                  1.6
                -7.6,                  1.6
                -7.5,                  1.6
                -7.4,                  1.6
                -7.3,                  1.6
                -7.2,                  1.6
                -7.1,                  1.6
                  -7,                  1.6
                -6.9,                  1.6
                -6.8,                  1.6
                -6.7,                  1.6
                -6.6,                  1.6
                -6.5,                  1.6
                -6.4,                  1.6
                -6.3,                  1.6
                -6.2,                  1.6
                -6.1,                  1.6
                  -6,                  1.6
                -5.9,                  1.6
                -5.8,                  1.6
                -5.7,                  1.6
                -5.6,                  1.6
                -5.5,                  1.6
                -5.4,                  1.6
                -5.3,                  1.6
                -5.2,                  1.6
                -5.1,                  1.6
                  -5,                    0
                -4.9,                    0
                -4.8,                    0
                -4.7,                    0
                -4.6,                    0
                -4.5,                    0
                -4.4,                    0
                -4.3,                    0
                -4.2,                    0
                -4.1,                    0
                  -4,                    0
                -3.9,                    0
                -3.8,                    0
                -3.7,                    0
                -3.6,                    0
                -3.5,                    0
                -3.4,                    0
                -3.3,                    0
                -3.2,                    0
                -3.1,                    0
                  -3,                    0
                -2.9,                    0
                -2.8,                    0
                -2.7,                    0
                -2.6,                    0
                -2.5,                    0
                -2.4,                    0
                -2.3,                    0
                -2.2,                    0
                -2.1,                    0
                  -2,                    0
                -1.9,                    0
                -1.8,                    0
                -1.7,                    0
                -1.6,                    0
                -1.5,                    0
                -1.4,                    0
                -1.3,                    0
                -1.2,                    0
                -1.1,                    0
                  -1,                    0
                -0.9,                    0
                -0.8,                    0
                -0.7,                    0
                -0.6,                    0
                -0.5,                    0
                -0.4,                    0
                -0.3,                    0
                -0.2,                    0
                -0.1,                    0
            2.28e-13,                    0
                 0.1,                    0
                 0.2,                    0
                 0.3,                    0
                 0.4,                    0
                 0.5,                    0
                 0.6,                    0
                 0.7,                    0
                 0.8,                    0
                 0.9,                    0
                   1,                    0
                 1.1,                    0
                 1.2,                    0
                 1.3,                    0
                 1.4,                    0
                 1.5,                    0
                 1.6,                    0
                 1.7,                    0
                 1.8,                    0
                 1.9,                    0
                   2,                    0
                 2.1,                    0
                 2.2,                    0
                 2.3,                    0
                 2.4,                    0
                 2.5,                    0
                 2.6,                    0
                 2.7,                    0
                 2.8,                    0
                 2.9,                    0
                   3,                    0
                 3.1,                    0
                 3.2,                    0
                 3.3,                    0
                 3.4,                    0
                 3.5,                    0
                 3.6,                    0
                 3.7,                    0
                 3.8,                    0
                 3.9,                    0
                   4,                    0
                 4.1,                    0
                 4.2,                    0
                 4.3,                    0
                 4.4,                    0
                 4.5,                    0
                 4.6,                    0
                 4.7,                    0
                 4.8,                    0
                 4.9,                    0
                   5,                    0
                 5.1,                  1.6
                 5.2,                  1.6
                 5.3,                  1.6
