n_x,n_y,n_z,m_x,m_y,m_z,Energy_Transition_eV,Interaction_Matrix_Element
4,4,0,0,0,0,0.152875771013498,-1.06741658487401e+29
4,4,1,0,0,0,0.258712843253612,-1.06741658487401e+29
4,4,2,0,0,0,0.576224059973954,-1.06741658487401e+29
4,4,3,0,0,0,1.10540942117452,-1.06741658487401e+29
4,5,0,0,0,0,0.212409124148562,-1.06741658487401e+29
4,5,1,0,0,0,0.318246196388676,-1.06741658487401e+29
4,5,2,0,0,0,0.635757413109019,-1.06741658487401e+29
4,5,3,0,0,0,1.16494277430959,-1.06741658487401e+29
4,6,0,0,0,0,0.285172111313641,-1.06741658487401e+29
4,6,1,0,0,0,0.391009183553755,-1.06741658487401e+29
4,6,2,0,0,0,0.708520400274097,-1.06741658487401e+29
4,6,3,0,0,0,1.23770576147467,-1.06741658487401e+29
4,7,0,0,0,0,0.371164732508733,-1.06741658487401e+29
4,7,1,0,0,0,0.477001804748848,-1.06741658487401e+29
4,7,2,0,0,0,0.79451302146919,-1.06741658487401e+29
4,7,3,0,0,0,1.32369838266976,-1.06741658487401e+29
4,8,0,0,0,0,0.47038698773384,-1.06741658487401e+29
4,8,1,0,0,0,0.576224059973954,-1.06741658487401e+29
4,8,2,0,0,0,0.893735276694297,-1.06741658487401e+29
4,8,3,0,0,0,1.42292063789487,-1.06741658487401e+29
4,9,0,0,0,0,0.582838876988962,-1.06741658487401e+29
4,9,1,0,0,0,0.688675949229076,-1.06741658487401e+29
4,9,2,0,0,0,1.00618716594942,-1.06741658487401e+29
4,9,3,0,0,0,1.53537252714999,-1.06741658487401e+29
5,0,0,0,0,0,0.0734979668334126,-1.06741658487401e+29
5,0,1,0,0,0,0.179335039073527,-1.06741658487401e+29
5,0,2,0,0,0,0.496846255793869,-1.06741658487401e+29
5,0,3,0,0,0,1.02603161699444,-1.06741658487401e+29
5,1,0,0,0,0,0.0801127838484197,-1.06741658487401e+29
5,1,1,0,0,0,0.185949856088534,-1.06741658487401e+29
5,1,2,0,0,0,0.503461072808876,-1.06741658487401e+29
5,1,3,0,0,0,1.03264643400945,-1.06741658487401e+29
5,2,0,0,0,0,0.0999572348934411,-1.06741658487401e+29
5,2,1,0,0,0,0.205794307133555,-1.06741658487401e+29
5,2,2,0,0,0,0.523305523853898,-1.06741658487401e+29
5,2,3,0,0,0,1.05249088505447,-1.06741658487401e+29
5,3,0,0,0,0,0.133031319968477,-1.06741658487401e+29
5,3,1,0,0,0,0.238868392208591,-1.06741658487401e+29
5,3,2,0,0,0,0.556379608928933,-1.06741658487401e+29
5,3,3,0,0,0,1.0855649701295,-1.06741658487401e+29
5,4,0,0,0,0,0.179335039073527,-1.06741658487401e+29
5,4,1,0,0,0,0.285172111313641,-1.06741658487401e+29
5,4,2,0,0,0,0.602683328033983,-1.06741658487401e+29
5,4,3,0,0,0,1.13186868923455,-1.06741658487401e+29
5,5,0,0,0,0,0.238868392208591,-1.06741658487401e+29
5,5,1,0,0,0,0.344705464448705,-1.06741658487401e+29
5,5,2,0,0,0,0.662216681169047,-1.06741658487401e+29
5,5,3,0,0,0,1.19140204236962,-1.06741658487401e+29
5,6,0,0,0,0,0.311631379373669,-1.06741658487401e+29
5,6,1,0,0,0,0.417468451613783,-1.06741658487401e+29
5,6,2,0,0,0,0.734979668334126,-1.06741658487401e+29
5,6,3,0,0,0,1.2641650295347,-1.06741658487401e+29
5,7,0,0,0,0,0.397624000568762,-1.06741658487401e+29
5,7,1,0,0,0,0.503461072808876,-1.06741658487401e+29
5,7,2,0,0,0,0.820972289529218,-1.06741658487401e+29
5,7,3,0,0,0,1.35015765072979,-1.06741658487401e+29
5,8,0,0,0,0,0.496846255793869,-1.06741658487401e+29
5,8,1,0,0,0,0.602683328033983,-1.06741658487401e+29
5,8,2,0,0,0,0.920194544754325,-1.06741658487401e+29
5,8,3,0,0,0,1.4493799059549,-1.06741658487401e+29
5,9,0,0,0,0,0.60929814504899,-1.06741658487401e+29
5,9,1,0,0,0,0.715135217289104,-1.06741658487401e+29
5,9,2,0,0,0,1.03264643400945,-1.06741658487401e+29
5,9,3,0,0,0,1.56183179521002,-1.06741658487401e+29
6,0,0,0,0,0,0.105837072240114,-1.06741658487401e+29
6,0,1,0,0,0,0.211674144480228,-1.06741658487401e+29
6,0,2,0,0,0,0.52918536120057,-1.06741658487401e+29
6,0,3,0,0,0,1.05837072240114,-1.06741658487401e+29
6,1,0,0,0,0,0.112451889255121,-1.06741658487401e+29
6,1,1,0,0,0,0.218288961495235,-1.06741658487401e+29
6,1,2,0,0,0,0.535800178215578,-1.06741658487401e+29
6,1,3,0,0,0,1.06498553941615,-1.06741658487401e+29
6,2,0,0,0,0,0.132296340300143,-1.06741658487401e+29
6,2,1,0,0,0,0.238133412540257,-1.06741658487401e+29
6,2,2,0,0,0,0.555644629260599,-1.06741658487401e+29
6,2,3,0,0,0,1.08482999046117,-1.06741658487401e+29
6,3,0,0,0,0,0.165370425375178,-1.06741658487401e+29
6,3,1,0,0,0,0.271207497615292,-1.06741658487401e+29
6,3,2,0,0,0,0.588718714335635,-1.06741658487401e+29
6,3,3,0,0,0,1.11790407553621,-1.06741658487401e+29
6,4,0,0,0,0,0.211674144480228,-1.06741658487401e+29
6,4,1,0,0,0,0.317511216720342,-1.06741658487401e+29
6,4,2,0,0,0,0.635022433440685,-1.06741658487401e+29
6,4,3,0,0,0,1.16420779464126,-1.06741658487401e+29
6,5,0,0,0,0,0.271207497615292,-1.06741658487401e+29
6,5,1,0,0,0,0.377044569855406,-1.06741658487401e+29
6,5,2,0,0,0,0.694555786575749,-1.06741658487401e+29
6,5,3,0,0,0,1.22374114777632,-1.06741658487401e+29
6,6,0,0,0,0,0.343970484780371,-1.06741658487401e+29
6,6,1,0,0,0,0.449807557020485,-1.06741658487401e+29
6,6,2,0,0,0,0.767318773740827,-1.06741658487401e+29
6,6,3,0,0,0,1.2965041349414,-1.06741658487401e+29
6,7,0,0,0,0,0.429963105975463,-1.06741658487401e+29
6,7,1,0,0,0,0.535800178215578,-1.06741658487401e+29
6,7,2,0,0,0,0.85331139493592,-1.06741658487401e+29
6,7,3,0,0,0,1.38249675613649,-1.06741658487401e+29
6,8,0,0,0,0,0.52918536120057,-1.06741658487401e+29
6,8,1,0,0,0,0.635022433440685,-1.06741658487401e+29
6,8,2,0,0,0,0.952533650161027,-1.06741658487401e+29
6,8,3,0,0,0,1.4817190113616,-1.06741658487401e+29
6,9,0,0,0,0,0.641637250455692,-1.06741658487401e+29
6,9,1,0,0,0,0.747474322695806,-1.06741658487401e+29
6,9,2,0,0,0,1.06498553941615,-1.06741658487401e+29
6,9,3,0,0,0,1.59417090061672,-1.06741658487401e+29
7,0,0,0,0,0,0.144056014993489,-1.06741658487401e+29
7,0,1,0,0,0,0.249893087233603,-1.06741658487401e+29
7,0,2,0,0,0,0.567404303953945,-1.06741658487401e+29
7,0,3,0,0,0,1.09658966515452,-1.06741658487401e+29
7,1,0,0,0,0,0.150670832008496,-1.06741658487401e+29
7,1,1,0,0,0,0.25650790424861,-1.06741658487401e+29
7,1,2,0,0,0,0.574019120968952,-1.06741658487401e+29
7,1,3,0,0,0,1.10320448216952,-1.06741658487401e+29
7,2,0,0,0,0,0.170515283053517,-1.06741658487401e+29
7,2,1,0,0,0,0.276352355293631,-1.06741658487401e+29
7,2,2,0,0,0,0.593863572013973,-1.06741658487401e+29
7,2,3,0,0,0,1.12304893321454,-1.06741658487401e+29
7,3,0,0,0,0,0.203589368128553,-1.06741658487401e+29
7,3,1,0,0,0,0.309426440368667,-1.06741658487401e+29
7,3,2,0,0,0,0.626937657089009,-1.06741658487401e+29
7,3,3,0,0,0,1.15612301828958,-1.06741658487401e+29
7,4,0,0,0,0,0.249893087233603,-1.06741658487401e+29
7,4,1,0,0,0,0.355730159473717,-1.06741658487401e+29
7,4,2,0,0,0,0.673241376194059,-1.06741658487401e+29
7,4,3,0,0,0,1.20242673739463,-1.06741658487401e+29
7,5,0,0,0,0,0.309426440368667,-1.06741658487401e+29
7,5,1,0,0,0,0.415263512608781,-1.06741658487401e+29
7,5,2,0,0,0,0.732774729329123,-1.06741658487401e+29
7,5,3,0,0,0,1.26196009052969,-1.06741658487401e+29
7,6,0,0,0,0,0.382189427533745,-1.06741658487401e+29
7,6,1,0,0,0,0.488026499773859,-1.06741658487401e+29
7,6,2,0,0,0,0.805537716494202,-1.06741658487401e+29
7,6,3,0,0,0,1.33472307769477,-1.06741658487401e+29
7,7,0,0,0,0,0.468182048728838,-1.06741658487401e+29
7,7,1,0,0,0,0.574019120968952,-1.06741658487401e+29
7,7,2,0,0,0,0.891530337689294,-1.06741658487401e+29
7,7,3,0,0,0,1.42071569888986,-1.06741658487401e+29
7,8,0,0,0,0,0.567404303953945,-1.06741658487401e+29
7,8,1,0,0,0,0.673241376194059,-1.06741658487401e+29
7,8,2,0,0,0,0.990752592914401,-1.06741658487401e+29
7,8,3,0,0,0,1.51993795411497,-1.06741658487401e+29
7,9,0,0,0,0,0.679856193209066,-1.06741658487401e+29
7,9,1,0,0,0,0.78569326544918,-1.06741658487401e+29
7,9,2,0,0,0,1.10320448216952,-1.06741658487401e+29
7,9,3,0,0,0,1.63238984337009,-1.06741658487401e+29
8,0,0,0,0,0,0.188154795093536,-1.06741658487401e+29
8,0,1,0,0,0,0.29399186733365,-1.06741658487401e+29
8,0,2,0,0,0,0.611503084053992,-1.06741658487401e+29
8,0,3,0,0,0,1.14068844525456,-1.06741658487401e+29
8,1,0,0,0,0,0.194769612108543,-1.06741658487401e+29
8,1,1,0,0,0,0.300606684348657,-1.06741658487401e+29
8,1,2,0,0,0,0.618117901069,-1.06741658487401e+29
8,1,3,0,0,0,1.14730326226957,-1.06741658487401e+29
8,2,0,0,0,0,0.214614063153565,-1.06741658487401e+29
8,2,1,0,0,0,0.320451135393679,-1.06741658487401e+29
8,2,2,0,0,0,0.637962352114021,-1.06741658487401e+29
8,2,3,0,0,0,1.16714771331459,-1.06741658487401e+29
8,3,0,0,0,0,0.2476881482286,-1.06741658487401e+29
8,3,1,0,0,0,0.353525220468714,-1.06741658487401e+29
8,3,2,0,0,0,0.671036437189057,-1.06741658487401e+29
8,3,3,0,0,0,1.20022179838963,-1.06741658487401e+29
8,4,0,0,0,0,0.29399186733365,-1.06741658487401e+29
8,4,1,0,0,0,0.399828939573764,-1.06741658487401e+29
8,4,2,0,0,0,0.717340156294107,-1.06741658487401e+29
8,4,3,0,0,0,1.24652551749468,-1.06741658487401e+29
8,5,0,0,0,0,0.353525220468714,-1.06741658487401e+29
8,5,1,0,0,0,0.459362292708829,-1.06741658487401e+29
8,5,2,0,0,0,0.776873509429171,-1.06741658487401e+29
8,5,3,0,0,0,1.30605887062974,-1.06741658487401e+29
8,6,0,0,0,0,0.426288207633793,-1.06741658487401e+29
8,6,1,0,0,0,0.532125279873907,-1.06741658487401e+29
8,6,2,0,0,0,0.849636496594249,-1.06741658487401e+29
8,6,3,0,0,0,1.37882185779482,-1.06741658487401e+29
8,7,0,0,0,0,0.512280828828885,-1.06741658487401e+29
8,7,1,0,0,0,0.618117901069,-1.06741658487401e+29
8,7,2,0,0,0,0.935629117789342,-1.06741658487401e+29
8,7,3,0,0,0,1.46481447898991,-1.06741658487401e+29
8,8,0,0,0,0,0.611503084053992,-1.06741658487401e+29
8,8,1,0,0,0,0.717340156294107,-1.06741658487401e+29
8,8,2,0,0,0,1.03485137301445,-1.06741658487401e+29
8,8,3,0,0,0,1.56403673421502,-1.06741658487401e+29
8,9,0,0,0,0,0.723954973309114,-1.06741658487401e+29
8,9,1,0,0,0,0.829792045549228,-1.06741658487401e+29
8,9,2,0,0,0,1.14730326226957,-1.06741658487401e+29
8,9,3,0,0,0,1.67648862347014,-1.06741658487401e+29
9,0,0,0,0,0,0.238133412540257,-1.06741658487401e+29
9,0,1,0,0,0,0.343970484780371,-1.06741658487401e+29
9,0,2,0,0,0,0.661481701500713,-1.06741658487401e+29
9,0,3,0,0,0,1.19066706270128,-1.06741658487401e+29
9,1,0,0,0,0,0.244748229555264,-1.06741658487401e+29
9,1,1,0,0,0,0.350585301795378,-1.06741658487401e+29
9,1,2,0,0,0,0.66809651851572,-1.06741658487401e+29
9,1,3,0,0,0,1.19728187971629,-1.06741658487401e+29
9,2,0,0,0,0,0.264592680600285,-1.06741658487401e+29
9,2,1,0,0,0,0.370429752840399,-1.06741658487401e+29
9,2,2,0,0,0,0.687940969560741,-1.06741658487401e+29
9,2,3,0,0,0,1.21712633076131,-1.06741658487401e+29
9,3,0,0,0,0,0.297666765675321,-1.06741658487401e+29
9,3,1,0,0,0,0.403503837915435,-1.06741658487401e+29
9,3,2,0,0,0,0.721015054635777,-1.06741658487401e+29
9,3,3,0,0,0,1.25020041583635,-1.06741658487401e+29
9,4,0,0,0,0,0.343970484780371,-1.06741658487401e+29
9,4,1,0,0,0,0.449807557020485,-1.06741658487401e+29
9,4,2,0,0,0,0.767318773740827,-1.06741658487401e+29
9,4,3,0,0,0,1.2965041349414,-1.06741658487401e+29
9,5,0,0,0,0,0.403503837915435,-1.06741658487401e+29
9,5,1,0,0,0,0.509340910155549,-1.06741658487401e+29
9,5,2,0,0,0,0.826852126875891,-1.06741658487401e+29
9,5,3,0,0,0,1.35603748807646,-1.06741658487401e+29
9,6,0,0,0,0,0.476266825080513,-1.06741658487401e+29
9,6,1,0,0,0,0.582103897320628,-1.06741658487401e+29
9,6,2,0,0,0,0.89961511404097,-1.06741658487401e+29
9,6,3,0,0,0,1.42880047524154,-1.06741658487401e+29
9,7,0,0,0,0,0.562259446275606,-1.06741658487401e+29
9,7,1,0,0,0,0.66809651851572,-1.06741658487401e+29
9,7,2,0,0,0,0.985607735236062,-1.06741658487401e+29
9,7,3,0,0,0,1.51479309643663,-1.06741658487401e+29
9,8,0,0,0,0,0.661481701500713,-1.06741658487401e+29
9,8,1,0,0,0,0.767318773740827,-1.06741658487401e+29
9,8,2,0,0,0,1.08482999046117,-1.06741658487401e+29
9,8,3,0,0,0,1.61401535166174,-1.06741658487401e+29
9,9,0,0,0,0,0.773933590755834,-1.06741658487401e+29
9,9,1,0,0,0,0.879770662995948,-1.06741658487401e+29
9,9,2,0,0,0,1.19728187971629,-1.06741658487401e+29
9,9,3,0,0,0,1.72646724091686,-1.06741658487401e+29
